job_id,job_title,job_category,years_of_experience,education_required,annual_salary_usd,city,country,company_size,industry,ai_salary_premium_pct,salary level,salary_tier,,,,,
AIJOB0359,Data Scientist,Data Science,3,master's,192000,AUSTIN,USA,mid-size(6-5000),Manufacturing,6,upper-mid,$150-200k,,,,,
AIJOB0360,Prompt Engineer,Ai Engineering,4,bootcamp/self-taught,161000,LONDON,UK,sme(8-500),Manufacturing,8,upper-mid,$150-200k,,,,,
AIJOB0361,Senior Data Scientist,Data Science,9,bootcamp/self-taught,157000,BANGALORE,INDIA,startup(7-50),Media,7,upper-mid,$150-200k,,,,,
AIJOB0362,Llm Engineer,Ai Engineering,5,bachelor's,178000,LOS ANGELES,USA,mid-size(5-5000),Media,5,upper-mid,$150-200k,,,,,
AIJOB0363,Ai Business Analyst,Business,2,bootcamp/self-taught,114000,BERLIN,GERMANY,sme(1-500),Education,15,mid,$100-150k,,,,,
AIJOB0364,Ai Business Analyst,Business,7,phd,147000,TOKYO,JAPAN,big tech(1),Media,16,mid,$100-150k,,,,,
AIJOB0365,Senior Ml Engineer,Ai Engineering,12,master's,360000,SEATTLE,USA,startup(1-50),Retail,14,elite,$300k,,,,,
AIJOB0366,Prompt Engineer,Ai Engineering,2,bootcamp/self-taught,116000,CHICAGO,USA,sme(1-500),Media,10,mid,$100-150k,,,,,
AIJOB0367,Mlops Engineer,Ml Operations,5,bachelor's,261000,NEW YORK,USA,big tech(1),Retail,16,senior,$200-300k,,,,,
AIJOB0368,Prompt Engineer,Ai Engineering,3,associate's,206000,REMOTE,GLOBAL,big tech(8),Finance,8,senior,$200-300k,,,,,
AIJOB0369,Ml Engineer,Ai Engineering,7,master's,147000,ZURICH,SWITZERLAND,mid-size(9-5000),Media,9,mid,$100-150k,,,,,
AIJOB0370,Data Scientist,Data Science,3,phd,138000,TOKYO,JAPAN,sme(3-500),Government,3,mid,$100-150k,,,,,
AIJOB0371,Robotics Engineer (Ai,Robotics,4,master's,160000,CHICAGO,USA,mid-size(1-5000),Research,12,upper-mid,$150-200k,,,,,
AIJOB0372,Data Scientist,Data Science,5,associate's,145000,NEW YORK,USA,sme(5-500),Technology,5,mid,$100-150k,,,,,
AIJOB0373,Data Scientist,Data Science,5,phd,201000,LONDON,UK,big tech(9),Media,9,senior,$200-300k,,,,,
AIJOB0374,Ml Engineer,Ai Engineering,10,master's,317000,SAN FRANCISCO,USA,enterprise(1-5000),Healthcare,14,elite,$300k,,,,,
AIJOB0375,Generative Ai Engineer,Ai Engineering,8,master's,271000,TOKYO,JAPAN,mid-size(1-5000),Manufacturing,18,senior,$200-300k,,,,,
AIJOB0376,Rag Engineer,Ai Engineering,7,master's,145000,REMOTE,GLOBAL,startup(6-50),Government,6,mid,$100-150k,,,,,
AIJOB0377,Data Scientist,Data Science,7,bootcamp/self-taught,138000,ZURICH,SWITZERLAND,mid-size(8-5000),Consulting,8,mid,$100-150k,,,,,
AIJOB0378,Ai Ethics Officer,Governance,10,master's,110000,BEIJING,CHINA,sme(9-500),Energy,9,mid,$100-150k,,,,,
AIJOB0379,Generative Ai Engineer,Ai Engineering,7,associate's,150000,BERLIN,GERMANY,sme(1-500),Education,13,mid,$100-150k,,,,,
AIJOB0380,Robotics Engineer (Ai,Robotics,4,bootcamp/self-taught,125000,ZURICH,SWITZERLAND,mid-size(1-5000),Automotive,11,mid,$100-150k,,,,,
AIJOB0381,Ai Business Analyst,Business,4,bachelor's,99000,TORONTO,CANADA,mid-size(9-5000),Consulting,9,entry,$100k,,,,,
AIJOB0382,Senior Ml Engineer,Ai Engineering,11,bachelor's,292000,AUSTIN,USA,startup(1-50),Finance,12,senior,$200-300k,,,,,
AIJOB0383,Llm Engineer,Ai Engineering,7,phd,201000,ZURICH,SWITZERLAND,enterprise(4-5000),Technology,4,senior,$200-300k,,,,,
AIJOB0384,Ai Security Engineer,Security,10,bootcamp/self-taught,201000,BERLIN,GERMANY,mid-size(1-5000),Retail,13,senior,$200-300k,,,,,
AIJOB0385,Ai Compliance Manager,Governance,7,phd,240000,AUSTIN,USA,sme(1-500),Manufacturing,10,senior,$200-300k,,,,,
AIJOB0386,Ai Ethics Officer,Governance,9,associate's,204000,ZURICH,SWITZERLAND,big tech(1),Automotive,14,senior,$200-300k,,,,,
AIJOB0387,Generative Ai Engineer,Ai Engineering,2,bootcamp/self-taught,150000,TORONTO,CANADA,enterprise(1-5000),Education,14,mid,$100-150k,,,,,
AIJOB0388,Mlops Engineer,Ml Operations,7,master's,203000,CHICAGO,USA,sme(1-500),Consulting,15,senior,$200-300k,,,,,
AIJOB0389,Nlp Engineer,Ai Engineering,9,associate's,167000,SINGAPORE,SINGAPORE,mid-size(6-5000),Media,6,upper-mid,$150-200k,,,,,
AIJOB0390,Ai Compliance Manager,Governance,5,associate's,100000,BEIJING,CHINA,big tech(1),Energy,10,entry,$100k,,,,,
AIJOB0391,Ai Research Scientist,Research,6,bootcamp/self-taught,190000,DUBAI,UAE,enterprise(1-5000),Consulting,14,upper-mid,$150-200k,,,,,
AIJOB0392,Llm Engineer,Ai Engineering,8,bootcamp/self-taught,330000,LOS ANGELES,USA,mid-size(3-5000),Manufacturing,3,elite,$300k,,,,,
AIJOB0393,Prompt Engineer,Ai Engineering,2,phd,189000,SINGAPORE,SINGAPORE,enterprise(4-5000),Retail,4,upper-mid,$150-200k,,,,,
AIJOB0394,Multimodal Ai Engineer,Ai Engineering,7,phd,235000,TORONTO,CANADA,mid-size(1-5000),Government,16,senior,$200-300k,,,,,
AIJOB0395,Llm Engineer,Ai Engineering,6,bootcamp/self-taught,160000,LONDON,UK,sme(7-500),Education,7,upper-mid,$150-200k,,,,,
AIJOB0396,Ai Engineer,Ai Engineering,7,master's,211000,REMOTE,GLOBAL,mid-size(1-5000),Manufacturing,16,senior,$200-300k,,,,,
AIJOB0397,Deep Learning Engineer,Ai Engineering,8,master's,215000,SYDNEY,AUSTRALIA,startup(4-50),Education,4,senior,$200-300k,,,,,
AIJOB0398,Multimodal Ai Engineer,Ai Engineering,3,bachelor's,231000,DUBAI,UAE,startup(1-50),Healthcare,13,senior,$200-300k,,,,,
AIJOB0399,Deep Learning Engineer,Ai Engineering,7,master's,270000,PARIS,FRANCE,enterprise(6-5000),Education,6,senior,$200-300k,,,,,
AIJOB0400,Ai Solutions Architect,Architecture,13,bachelor's,209000,ZURICH,SWITZERLAND,big tech(1),Energy,13,senior,$200-300k,,,,,
AIJOB0401,Ai Infrastructure Eng,Infrastructure,7,phd,250000,NEW YORK,USA,sme(1-500),Finance,16,senior,$200-300k,,,,,
AIJOB0402,Ai Solutions Architect,Architecture,12,bootcamp/self-taught,349000,SAN FRANCISCO,USA,startup(1-50),Manufacturing,13,elite,$300k,,,,,
AIJOB0403,Ai Solutions Architect,Architecture,6,master's,324000,AUSTIN,USA,enterprise(1-5000),Consulting,15,elite,$300k,,,,,
AIJOB0404,Multimodal Ai Engineer,Ai Engineering,9,bachelor's,254000,TOKYO,JAPAN,sme(1-500),Technology,12,senior,$200-300k,,,,,
AIJOB0405,Senior Ml Engineer,Ai Engineering,8,bachelor's,245000,SAN FRANCISCO,USA,enterprise(1-5000),Media,11,senior,$200-300k,,,,,
AIJOB0406,Llm Engineer,Ai Engineering,4,master's,160000,AMSTERDAM,NETHERLANDS,startup(9-50),Automotive,9,upper-mid,$150-200k,,,,,
AIJOB0407,Prompt Engineer,Ai Engineering,5,bachelor's,230000,PARIS,FRANCE,big tech(9),Healthcare,9,senior,$200-300k,,,,,
AIJOB0408,Ai Engineer,Ai Engineering,7,bootcamp/self-taught,101000,BEIJING,CHINA,big tech(1),Finance,15,mid,$100-150k,,,,,
AIJOB0409,Ai Ethics Officer,Governance,4,bootcamp/self-taught,110000,PARIS,FRANCE,sme(1-500),Manufacturing,16,mid,$100-150k,,,,,
AIJOB0410,Ai Compliance Manager,Governance,3,phd,234000,SAN FRANCISCO,USA,sme(1-500),Consulting,17,senior,$200-300k,,,,,
AIJOB0411,Deep Learning Engineer,Ai Engineering,6,associate's,142000,AUSTIN,USA,startup(6-50),Research,6,mid,$100-150k,,,,,
AIJOB0412,Deep Learning Engineer,Ai Engineering,5,phd,141000,BERLIN,GERMANY,enterprise(4-5000),Retail,4,mid,$100-150k,,,,,
AIJOB0413,Mlops Engineer,Ml Operations,8,bachelor's,285000,SYDNEY,AUSTRALIA,big tech(1),Government,12,senior,$200-300k,,,,,
AIJOB0414,Ml Engineer,Ai Engineering,7,master's,244000,BOSTON,USA,enterprise(1-5000),Automotive,17,senior,$200-300k,,,,,
AIJOB0415,Ai Agent Developer,Ai Engineering,6,master's,329000,AUSTIN,USA,mid-size(1-5000),Media,17,elite,$300k,,,,,
AIJOB0416,Robotics Engineer (Ai,Robotics,4,bootcamp/self-taught,225000,SYDNEY,AUSTRALIA,big tech(1),Research,16,senior,$200-300k,,,,,
AIJOB0417,Ai Engineer,Ai Engineering,4,associate's,186000,BOSTON,USA,startup(9-50),Healthcare,9,upper-mid,$150-200k,,,,,
AIJOB0418,Ai Research Scientist,Research,5,bootcamp/self-taught,275000,LOS ANGELES,USA,mid-size(1-5000),Finance,14,senior,$200-300k,,,,,
AIJOB0419,Computer Vision Engineer,Ai Engineering,3,bachelor's,232000,SAN FRANCISCO,USA,big tech(1),Consulting,10,senior,$200-300k,,,,,
AIJOB0420,Rag Engineer,Ai Engineering,7,bachelor's,255000,NEW YORK,USA,mid-size(9-5000),Energy,9,senior,$200-300k,,,,,
AIJOB0421,Ai Product Manager,Product,5,phd,227000,SAN FRANCISCO,USA,mid-size(1-5000),Research,14,senior,$200-300k,,,,,
AIJOB0422,Ai Security Engineer,Security,10,bachelor's,280000,NEW YORK,USA,sme(1-500),Automotive,17,senior,$200-300k,,,,,
AIJOB0423,Ai Research Scientist,Research,11,master's,218000,TORONTO,CANADA,enterprise(1-5000),Automotive,16,senior,$200-300k,,,,,
AIJOB0424,Generative Ai Engineer,Ai Engineering,2,master's,353000,SYDNEY,AUSTRALIA,big tech(1),Manufacturing,14,elite,$300k,,,,,
AIJOB0425,Prompt Engineer,Ai Engineering,5,associate's,98000,TORONTO,CANADA,mid-size(7-5000),Retail,7,entry,$100k,,,,,
AIJOB0426,Ai Infrastructure Eng,Infrastructure,8,phd,324000,NEW YORK,USA,big tech(9),Research,9,elite,$300k,,,,,
AIJOB0427,Nlp Engineer,Ai Engineering,5,bootcamp/self-taught,284000,NEW YORK,USA,sme(7-500),Government,7,senior,$200-300k,,,,,
AIJOB0428,Llm Engineer,Ai Engineering,2,associate's,251000,BOSTON,USA,sme(4-500),Automotive,4,senior,$200-300k,,,,,
AIJOB0429,Multimodal Ai Engineer,Ai Engineering,3,master's,360000,AUSTIN,USA,enterprise(1-5000),Consulting,11,elite,$300k,,,,,
AIJOB0430,Ai Research Scientist,Research,11,bootcamp/self-taught,163000,SYDNEY,AUSTRALIA,startup(1-50),Technology,18,upper-mid,$150-200k,,,,,
AIJOB0431,Ai Research Scientist,Research,5,phd,291000,SYDNEY,AUSTRALIA,enterprise(1-5000),Media,13,senior,$200-300k,,,,,
AIJOB0432,Ai Compliance Manager,Governance,3,associate's,117000,LOS ANGELES,USA,startup(1-50),Media,16,mid,$100-150k,,,,,
AIJOB0433,Ai Research Scientist,Research,12,phd,124000,AMSTERDAM,NETHERLANDS,startup(1-50),Energy,10,mid,$100-150k,,,,,
AIJOB0434,Senior Data Scientist,Data Science,10,associate's,157000,PARIS,FRANCE,sme(1-500),Government,10,upper-mid,$150-200k,,,,,
AIJOB0435,Senior Ml Engineer,Ai Engineering,7,associate's,185000,BERLIN,GERMANY,sme(1-500),Finance,15,upper-mid,$150-200k,,,,,
AIJOB0436,Ai Compliance Manager,Governance,9,phd,100000,BERLIN,GERMANY,sme(1-500),Research,14,entry,$100k,,,,,
AIJOB0437,Mlops Engineer,Ml Operations,9,bachelor's,130000,TOKYO,JAPAN,mid-size(9-5000),Research,9,mid,$100-150k,,,,,
AIJOB0438,Ai Agent Developer,Ai Engineering,4,bootcamp/self-taught,217000,SINGAPORE,SINGAPORE,sme(1-500),Manufacturing,14,senior,$200-300k,,,,,
AIJOB0439,Ml Engineer,Ai Engineering,9,bachelor's,336000,SEATTLE,USA,mid-size(1-5000),Automotive,16,elite,$300k,,,,,
AIJOB0440,Generative Ai Engineer,Ai Engineering,3,associate's,158000,DUBAI,UAE,big tech(1),Education,12,upper-mid,$150-200k,,,,,
AIJOB0441,Ai Compliance Manager,Governance,6,bootcamp/self-taught,164000,BOSTON,USA,mid-size(1-5000),Education,17,upper-mid,$150-200k,,,,,
AIJOB0442,Data Engineer (Ai,Data Engineering,2,master's,187000,BOSTON,USA,startup(1-50),Media,12,upper-mid,$150-200k,,,,,
AIJOB0443,Nlp Engineer,Ai Engineering,5,phd,318000,REMOTE,GLOBAL,enterprise(8-5000),Manufacturing,8,elite,$300k,,,,,
AIJOB0444,Generative Ai Engineer,Ai Engineering,7,master's,164000,TORONTO,CANADA,startup(1-50),Media,15,upper-mid,$150-200k,,,,,
AIJOB0445,Senior Data Scientist,Data Science,10,master's,157000,AUSTIN,USA,mid-size(8-5000),Automotive,8,upper-mid,$150-200k,,,,,
AIJOB0446,Ai Infrastructure Eng,Infrastructure,9,bootcamp/self-taught,158000,LONDON,UK,enterprise(1-5000),Consulting,10,upper-mid,$150-200k,,,,,
AIJOB0447,Prompt Engineer,Ai Engineering,4,bachelor's,240000,SAN FRANCISCO,USA,big tech(5),Government,5,senior,$200-300k,,,,,
AIJOB0448,Nlp Engineer,Ai Engineering,8,bachelor's,145000,TORONTO,CANADA,startup(6-50),Healthcare,6,mid,$100-150k,,,,,
AIJOB0449,Robotics Engineer (Ai,Robotics,8,phd,264000,AUSTIN,USA,mid-size(1-5000),Healthcare,14,senior,$200-300k,,,,,
AIJOB0450,Deep Learning Engineer,Ai Engineering,7,associate's,141000,ZURICH,SWITZERLAND,startup(9-50),Media,9,mid,$100-150k,,,,,
AIJOB0451,Ai Ethics Officer,Governance,6,master's,134000,AMSTERDAM,NETHERLANDS,big tech(1),Healthcare,13,mid,$100-150k,,,,,
AIJOB0452,Ai Research Scientist,Research,12,associate's,191000,SAN FRANCISCO,USA,sme(1-500),Healthcare,13,upper-mid,$150-200k,,,,,
AIJOB0453,Senior Data Scientist,Data Science,5,master's,157000,BERLIN,GERMANY,startup(5-50),Government,5,upper-mid,$150-200k,,,,,
AIJOB0454,Nlp Engineer,Ai Engineering,4,bachelor's,175000,BERLIN,GERMANY,sme(8-500),Healthcare,8,upper-mid,$150-200k,,,,,
AIJOB0455,Ai Research Scientist,Research,6,master's,160000,ZURICH,SWITZERLAND,sme(1-500),Healthcare,11,upper-mid,$150-200k,,,,,
AIJOB0456,Senior Data Scientist,Data Science,6,bootcamp/self-taught,208000,SAN FRANCISCO,USA,big tech(7),Retail,7,senior,$200-300k,,,,,
AIJOB0457,Robotics Engineer (Ai,Robotics,10,master's,125000,TORONTO,CANADA,startup(1-50),Media,14,mid,$100-150k,,,,,
AIJOB0458,Data Scientist,Data Science,2,bachelor's,155000,DUBAI,UAE,enterprise(9-5000),Consulting,9,upper-mid,$150-200k,,,,,
AIJOB0459,Mlops Engineer,Ml Operations,3,bachelor's,157000,SINGAPORE,SINGAPORE,startup(1-50),Energy,12,upper-mid,$150-200k,,,,,
AIJOB0460,Data Engineer (Ai,Data Engineering,8,phd,264000,BOSTON,USA,mid-size(1-5000),Government,16,senior,$200-300k,,,,,
AIJOB0461,Generative Ai Engineer,Ai Engineering,3,phd,150000,BERLIN,GERMANY,sme(1-500),Government,13,mid,$100-150k,,,,,
AIJOB0462,Senior Ml Engineer,Ai Engineering,5,bachelor's,180000,BANGALORE,INDIA,enterprise(1-5000),Manufacturing,17,upper-mid,$150-200k,,,,,
AIJOB0463,Prompt Engineer,Ai Engineering,1,bachelor's,108000,LONDON,UK,sme(6-500),Consulting,6,mid,$100-150k,,,,,
AIJOB0464,Senior Ml Engineer,Ai Engineering,11,associate's,180000,LONDON,UK,startup(1-50),Research,16,upper-mid,$150-200k,,,,,
AIJOB0465,Ml Engineer,Ai Engineering,9,bachelor's,120000,BEIJING,CHINA,sme(1-500),Finance,18,mid,$100-150k,,,,,
AIJOB0466,Llm Engineer,Ai Engineering,7,bootcamp/self-taught,195000,CHICAGO,USA,big tech(9),Finance,9,upper-mid,$150-200k,,,,,
AIJOB0467,Senior Ml Engineer,Ai Engineering,8,phd,283000,LOS ANGELES,USA,big tech(9),Technology,9,senior,$200-300k,,,,,
AIJOB0468,Ai Security Engineer,Security,4,phd,312000,LOS ANGELES,USA,mid-size(1-5000),Government,17,elite,$300k,,,,,
AIJOB0469,Ai Agent Developer,Ai Engineering,3,master's,241000,SEATTLE,USA,sme(1-500),Automotive,14,senior,$200-300k,,,,,
AIJOB0470,Data Scientist,Data Science,8,associate's,222000,SAN FRANCISCO,USA,sme(7-500),Healthcare,7,senior,$200-300k,,,,,
AIJOB0471,Computer Vision Engineer,Ai Engineering,10,master's,336000,REMOTE,GLOBAL,mid-size(9-5000),Education,9,elite,$300k,,,,,
AIJOB0472,Ai Solutions Architect,Architecture,14,master's,180000,BERLIN,GERMANY,startup(1-50),Finance,17,upper-mid,$150-200k,,,,,
AIJOB0473,Ai Solutions Architect,Architecture,12,bachelor's,227000,BOSTON,USA,startup(8-50),Finance,8,senior,$200-300k,,,,,
AIJOB0474,Ai Business Analyst,Business,4,bachelor's,216000,NEW YORK,USA,big tech(1),Retail,10,senior,$200-300k,,,,,
AIJOB0475,Ai Solutions Architect,Architecture,6,phd,269000,AMSTERDAM,NETHERLANDS,big tech(1),Manufacturing,13,senior,$200-300k,,,,,
AIJOB0476,Data Engineer (Ai,Data Engineering,6,associate's,130000,BANGALORE,INDIA,enterprise(1-5000),Healthcare,17,mid,$100-150k,,,,,
AIJOB0477,Prompt Engineer,Ai Engineering,2,bootcamp/self-taught,109000,BERLIN,GERMANY,big tech(5),Energy,5,mid,$100-150k,,,,,
AIJOB0478,Data Engineer (Ai,Data Engineering,8,phd,171000,SINGAPORE,SINGAPORE,startup(1-50),Manufacturing,12,upper-mid,$150-200k,,,,,
AIJOB0479,Prompt Engineer,Ai Engineering,3,associate's,94000,SINGAPORE,SINGAPORE,sme(7-500),Education,7,entry,$100k,,,,,
AIJOB0480,Multimodal Ai Engineer,Ai Engineering,7,master's,208000,PARIS,FRANCE,enterprise(1-5000),Consulting,15,senior,$200-300k,,,,,
AIJOB0481,Computer Vision Engineer,Ai Engineering,9,master's,203000,BERLIN,GERMANY,mid-size(7-5000),Manufacturing,7,senior,$200-300k,,,,,
AIJOB0482,Ai Agent Developer,Ai Engineering,5,master's,266000,SYDNEY,AUSTRALIA,startup(1-50),Research,13,senior,$200-300k,,,,,
AIJOB0483,Computer Vision Engineer,Ai Engineering,3,master's,161000,TOKYO,JAPAN,sme(8-500),Education,8,upper-mid,$150-200k,,,,,
AIJOB0484,Robotics Engineer (Ai,Robotics,5,bachelor's,178000,LONDON,UK,enterprise(9-5000),Energy,9,upper-mid,$150-200k,,,,,
AIJOB0485,Deep Learning Engineer,Ai Engineering,10,bachelor's,196000,SYDNEY,AUSTRALIA,startup(9-50),Healthcare,9,upper-mid,$150-200k,,,,,
AIJOB0486,Ai Product Manager,Product,6,master's,147000,SINGAPORE,SINGAPORE,enterprise(1-5000),Media,10,mid,$100-150k,,,,,
AIJOB0487,Nlp Engineer,Ai Engineering,4,phd,300000,SEATTLE,USA,sme(4-500),Automotive,4,senior,$200-300k,,,,,
AIJOB0488,Ai Business Analyst,Business,5,master's,95000,BANGALORE,INDIA,mid-size(1-5000),Energy,10,entry,$100k,,,,,
AIJOB0489,Ai Research Scientist,Research,12,associate's,297000,NEW YORK,USA,big tech(1),Automotive,15,senior,$200-300k,,,,,
AIJOB0490,Ai Infrastructure Eng,Infrastructure,5,bootcamp/self-taught,222000,SAN FRANCISCO,USA,mid-size(1-5000),Finance,15,senior,$200-300k,,,,,
AIJOB0491,Ai Agent Developer,Ai Engineering,2,phd,253000,AMSTERDAM,NETHERLANDS,enterprise(1-5000),Energy,14,senior,$200-300k,,,,,
AIJOB0492,Ai Solutions Architect,Architecture,14,bachelor's,276000,PARIS,FRANCE,sme(1-500),Research,11,senior,$200-300k,,,,,
AIJOB0493,Rag Engineer,Ai Engineering,7,bootcamp/self-taught,293000,NEW YORK,USA,enterprise(4-5000),Technology,4,senior,$200-300k,,,,,
AIJOB0494,Ai Research Scientist,Research,4,associate's,221000,SEATTLE,USA,sme(1-500),Retail,17,senior,$200-300k,,,,,
AIJOB0495,Ai Compliance Manager,Governance,6,bachelor's,100000,BANGALORE,INDIA,enterprise(1-5000),Retail,15,entry,$100k,,,,,
AIJOB0496,Generative Ai Engineer,Ai Engineering,2,bootcamp/self-taught,150000,LOS ANGELES,USA,startup(1-50),Automotive,16,mid,$100-150k,,,,,
AIJOB0497,Ai Solutions Architect,Architecture,11,master's,245000,AUSTIN,USA,big tech(1),Consulting,17,senior,$200-300k,,,,,
AIJOB0498,Data Scientist,Data Science,5,master's,167000,LONDON,UK,startup(7-50),Government,7,upper-mid,$150-200k,,,,,
AIJOB0499,Llm Engineer,Ai Engineering,6,master's,208000,AMSTERDAM,NETHERLANDS,sme(4-500),Consulting,4,senior,$200-300k,,,,,
AIJOB0500,Senior Ml Engineer,Ai Engineering,11,master's,226000,TOKYO,JAPAN,startup(1-50),Automotive,11,senior,$200-300k,,,,,
AIJOB0501,Ai Infrastructure Eng,Infrastructure,8,master's,140000,BEIJING,CHINA,enterprise(1-5000),Consulting,11,mid,$100-150k,,,,,
AIJOB0502,Ai Compliance Manager,Governance,10,bootcamp/self-taught,240000,SAN FRANCISCO,USA,big tech(1),Consulting,16,senior,$200-300k,,,,,
AIJOB0503,Data Scientist,Data Science,6,bootcamp/self-taught,176000,PARIS,FRANCE,mid-size(9-5000),Retail,9,upper-mid,$150-200k,,,,,
AIJOB0504,Ai Ethics Officer,Governance,7,master's,144000,BOSTON,USA,mid-size(1-5000),Research,17,mid,$100-150k,,,,,
AIJOB0505,Multimodal Ai Engineer,Ai Engineering,5,phd,234000,TOKYO,JAPAN,enterprise(1-5000),Energy,11,senior,$200-300k,,,,,
AIJOB0506,Mlops Engineer,Ml Operations,4,master's,259000,BOSTON,USA,startup(1-50),Technology,10,senior,$200-300k,,,,,
AIJOB0507,Prompt Engineer,Ai Engineering,3,phd,90000,SINGAPORE,SINGAPORE,startup(5-50),Energy,5,entry,$100k,,,,,
AIJOB0508,Ai Agent Developer,Ai Engineering,4,bachelor's,315000,SYDNEY,AUSTRALIA,enterprise(1-5000),Healthcare,10,elite,$300k,,,,,
AIJOB0509,Robotics Engineer (Ai,Robotics,10,bachelor's,246000,CHICAGO,USA,enterprise(1-5000),Education,14,senior,$200-300k,,,,,
AIJOB0510,Mlops Engineer,Ml Operations,7,master's,271000,LONDON,UK,big tech(9),Media,9,senior,$200-300k,,,,,
AIJOB0511,Rag Engineer,Ai Engineering,2,phd,336000,BOSTON,USA,mid-size(4-5000),Consulting,4,elite,$300k,,,,,
AIJOB0512,Rag Engineer,Ai Engineering,2,bachelor's,145000,LOS ANGELES,USA,startup(1-50),Education,10,mid,$100-150k,,,,,
AIJOB0513,Robotics Engineer (Ai,Robotics,5,associate's,206000,BERLIN,GERMANY,big tech(1),Research,10,senior,$200-300k,,,,,
AIJOB0514,Ai Ethics Officer,Governance,5,bootcamp/self-taught,188000,SINGAPORE,SINGAPORE,mid-size(1-5000),Energy,14,upper-mid,$150-200k,,,,,
AIJOB0515,Ml Engineer,Ai Engineering,5,bootcamp/self-taught,197000,SINGAPORE,SINGAPORE,sme(1-500),Manufacturing,14,upper-mid,$150-200k,,,,,
AIJOB0516,Mlops Engineer,Ml Operations,7,bootcamp/self-taught,191000,SYDNEY,AUSTRALIA,startup(1-50),Energy,12,upper-mid,$150-200k,,,,,
AIJOB0517,Ai Research Scientist,Research,11,bootcamp/self-taught,115000,LONDON,UK,startup(8-50),Energy,8,mid,$100-150k,,,,,
AIJOB0518,Ai Engineer,Ai Engineering,7,bootcamp/self-taught,103000,CHICAGO,USA,mid-size(1-5000),Automotive,12,mid,$100-150k,,,,,
AIJOB0519,Ai Agent Developer,Ai Engineering,4,master's,184000,BOSTON,USA,sme(1-500),Energy,13,upper-mid,$150-200k,,,,,
AIJOB0520,Ai Solutions Architect,Architecture,14,associate's,180000,AMSTERDAM,NETHERLANDS,enterprise(1-5000),Automotive,11,upper-mid,$150-200k,,,,,
AIJOB0521,Mlops Engineer,Ml Operations,7,associate's,251000,SEATTLE,USA,big tech(1),Technology,11,senior,$200-300k,,,,,
AIJOB0522,Generative Ai Engineer,Ai Engineering,6,bootcamp/self-taught,150000,TORONTO,CANADA,startup(8-50),Healthcare,8,mid,$100-150k,,,,,
AIJOB0523,Ai Ethics Officer,Governance,7,bachelor's,110000,PARIS,FRANCE,sme(1-500),Government,12,mid,$100-150k,,,,,
AIJOB0524,Data Engineer (Ai,Data Engineering,3,bootcamp/self-taught,159000,SINGAPORE,SINGAPORE,sme(1-500),Technology,11,upper-mid,$150-200k,,,,,
AIJOB0525,Ml Engineer,Ai Engineering,9,phd,155000,TORONTO,CANADA,mid-size(1-5000),Education,17,upper-mid,$150-200k,,,,,
AIJOB0526,Computer Vision Engineer,Ai Engineering,9,bachelor's,146000,TORONTO,CANADA,big tech(9),Manufacturing,9,mid,$100-150k,,,,,
AIJOB0527,Data Scientist,Data Science,5,phd,188000,SAN FRANCISCO,USA,enterprise(5-5000),Government,5,upper-mid,$150-200k,,,,,
AIJOB0528,Mlops Engineer,Ml Operations,9,bachelor's,312000,NEW YORK,USA,big tech(1),Government,17,elite,$300k,,,,,
AIJOB0529,Multimodal Ai Engineer,Ai Engineering,7,bootcamp/self-taught,323000,PARIS,FRANCE,big tech(1),Retail,18,elite,$300k,,,,,
AIJOB0530,Ai Business Analyst,Business,4,phd,125000,SYDNEY,AUSTRALIA,startup(8-50),Education,8,mid,$100-150k,,,,,
AIJOB0531,Deep Learning Engineer,Ai Engineering,8,phd,141000,AMSTERDAM,NETHERLANDS,startup(4-50),Healthcare,4,mid,$100-150k,,,,,
AIJOB0532,Ml Engineer,Ai Engineering,6,associate's,310000,CHICAGO,USA,big tech(1),Media,14,elite,$300k,,,,,
AIJOB0533,Senior Ml Engineer,Ai Engineering,11,associate's,188000,LONDON,UK,sme(1-500),Manufacturing,12,upper-mid,$150-200k,,,,,
AIJOB0534,Rag Engineer,Ai Engineering,3,bachelor's,285000,SAN FRANCISCO,USA,sme(1-500),Energy,10,senior,$200-300k,,,,,
AIJOB0535,Llm Engineer,Ai Engineering,6,associate's,174000,SEATTLE,USA,startup(5-50),Energy,5,upper-mid,$150-200k,,,,,
AIJOB0536,Ai Product Manager,Product,6,bootcamp/self-taught,246000,BOSTON,USA,sme(1-500),Energy,18,senior,$200-300k,,,,,
AIJOB0537,Ai Business Analyst,Business,2,phd,216000,AUSTIN,USA,big tech(1),Education,16,senior,$200-300k,,,,,
AIJOB0538,Prompt Engineer,Ai Engineering,1,bachelor's,195000,BERLIN,GERMANY,big tech(8),Research,8,upper-mid,$150-200k,,,,,
AIJOB0539,Rag Engineer,Ai Engineering,4,bachelor's,145000,BEIJING,CHINA,startup(7-50),Healthcare,7,mid,$100-150k,,,,,
AIJOB0540,Ai Research Scientist,Research,11,bachelor's,237000,DUBAI,UAE,big tech(1),Healthcare,18,senior,$200-300k,,,,,
AIJOB0541,Ai Business Analyst,Business,2,phd,95000,BEIJING,CHINA,mid-size(1-5000),Retail,16,entry,$100k,,,,,
AIJOB0542,Robotics Engineer (Ai,Robotics,6,associate's,125000,DUBAI,UAE,sme(1-500),Energy,12,mid,$100-150k,,,,,
